,last_move,predicted_position,target_position,shape,region,color,steps,time,total_steps_taken
0,grip,[10 12],[10 12],T,center,cyan,5,2.4528145790100098,"['down', 'down', 'right', 'down', 'grip']"
1,grip,[15 16],[15 16],T,bottom right,blue,17,5.491939067840576,"['down', 'down', 'right', 'right down right', 'right down', 'down', 'down right', 'down', 'right', 'right', 'right', 'down', 'down', 'right', 'down', 'right', 'grip']"
2,grip,[11 10],[11 10],T,center,magenta,4,1.2713878154754639,"['down', 'right', 'right', 'grip']"
3,grip,[ 5 15],[ 5 15],T,bottom left,magenta,11,3.4291257858276367,"['down', 'down', 'down', 'down', 'left', 'down', 'left', 'left', 'down', 'left', 'grip']"
4,up right,[13  4],[15  2],Z,top right,blue,20,7.038119792938232,"['up right', 'up', 'up right', 'up', 'right', 'up right', 'up right', 'up right', 'right', 'up right', 'up', 'up', 'up right', 'right', 'up right', 'up', 'right', 'up right', 'up right', 'up right']"
5,grip,[6 8],[6 8],T,center,green,5,1.5697076320648193,"['left', 'up', 'left', 'left', 'grip']"
6,grip,[16  5],[16  5],T,top right,yellow,15,4.732176065444946,"['right', 'up', 'right', 'right', 'up right', 'up', 'right', 'up right', 'up right', 'up', 'right', 'right', 'up', 'right', 'grip']"
7,grip,[3 7],[3 7],T,left,yellow,9,2.7149710655212402,"['left', 'left', 'up', 'left', 'up', 'left', 'left', 'left', 'grip']"
8,grip,[13 11],[13 11],W,right,green,7,2.1442060470581055,"['right', 'right', 'right', 'down', 'down', 'right', 'grip']"
9,grip,[14  4],[14  4],P,top right,magenta,11,3.386309862136841,"['up', 'up', 'up', 'up', 'right', 'right', 'right', 'right', 'up', 'right', 'grip']"
10,down right,[14 12],[16 13],Z,bottom right,cyan,20,7.87626838684082,"['down right', 'right down right', 'right', 'right down right', 'right', 'right', 'right', 'down right', 'down right', 'down', 'down right', 'right down right right down right', 'down right', 'down right', 'down right', 'down right', 'down', 'right', 'down', 'down right']"
11,grip,[ 7 10],[ 7 10],P,center,green,4,1.2711493968963623,"['down', 'left', 'left', 'grip']"
12,grip,[ 2 11],[ 2 11],W,left,magenta,10,3.00826096534729,"['left', 'left', 'left', 'left', 'down', 'down', 'left', 'left', 'left', 'grip']"
13,grip,[4 4],[4 4],U,top left,magenta,11,3.396258592605591,"['up', 'up', 'up', 'up', 'up', 'left', 'left', 'left', 'left', 'left', 'grip']"
14,grip,[11 13],[11 13],W,bottom,cyan,7,2.1399571895599365,"['down', 'down', 'right', 'down', 'down', 'right', 'grip']"
15,grip,[8 5],[8 5],U,top,blue,6,1.8498477935791016,"['up', 'up', 'up', 'up', 'left', 'grip']"
16,grip,[ 9 11],[ 9 11],T,center,blue,3,0.9685440063476562,"['down', 'down', 'grip']"
17,grip,[8 9],[8 9],U,center,yellow,2,0.6858386993408203,"['left', 'grip']"
18,grip,[15 10],[15 10],X,right,magenta,8,2.432138681411743,"['right', 'right', 'right', 'right', 'right', 'down', 'right', 'grip']"
19,grip,[ 2 13],[ 2 13],W,bottom left,blue,12,3.6134207248687744,"['left', 'left', 'down', 'left', 'down', 'left', 'down', 'left', 'left', 'down', 'left', 'grip']"
